age,workclass,marital_status,occupation,race,sex,native_country,income
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,*,0
18,Private,Never-married,Other-service,White,Male,North America,0
18,Private,Never-married,Other-service,White,Male,North America,0
18,Private,Never-married,Other-service,White,Male,North America,0
18,Private,Never-married,Other-service,White,Male,North America,0
18,Private,Never-married,Other-service,White,Male,North America,0
18,Private,Never-married,Other-service,White,Male,North America,0
18,Private,Never-married,Other-service,White,Male,North America,0
18,Private,Never-married,Other-service,White,Male,North America,0
18,Private,Never-married,Other-service,White,Male,North America,0
18,Private,Never-married,Other-service,White,Male,North America,0
18,Private,Never-married,Other-service,White,Male,United-States,0
18,Private,Never-married,Other-service,White,Male,United-States,0
18,Private,Never-married,Other-service,White,Male,United-States,0
18,Private,Never-married,Other-service,White,Male,United-States,0
18,Private,Never-married,Other-service,White,Male,United-States,0
18,Private,Never-married,Other-service,White,Male,United-States,0
18,Private,Never-married,Other-service,White,Male,United-States,0
18,Private,Never-married,Other-service,White,Male,United-States,0
18,Private,Never-married,Other-service,White,Male,United-States,0
18,Private,Never-married,Other-service,White,Male,United-States,0
18,Private,Never-married,Other-service,White,Male,United-States,0
18,Private,Never-married,Other-service,White,Male,United-States,0
18,Private,Never-married,Other-service,White,Male,United-States,0
18,Private,Never-married,Other-service,White,Male,United-States,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,1
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
19,Non-Government,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
20,Private,Never-married,Other-service,White,Male,North America,0
15-19,Local-gov,Never-married,Other-service,White,Male,United-States,0
15-19,Local-gov,Never-married,Other-service,White,Male,United-States,0
15-19,Local-gov,Never-married,Other-service,White,Male,United-States,0
15-19,State-gov,Never-married,Other-service,White,Male,United-States,0
15-19,State-gov,Never-married,Other-service,White,Male,United-States,0
15-19,State-gov,Never-married,Other-service,White,Male,United-States,0
15-19,State-gov,Never-married,Other-service,White,Male,United-States,0
15-19,State-gov,Never-married,Other-service,White,Male,United-States,0
17,Non-Government,Never-married,Adm-clerical,White,Male,United-States,0
17,Non-Government,Never-married,Adm-clerical,White,Male,United-States,0
17,Non-Government,Never-married,Adm-clerical,White,Male,United-States,0
17,Non-Government,Never-married,Adm-clerical,White,Male,United-States,0
17,Non-Government,Never-married,Adm-clerical,White,Male,United-States,0
18,Private,Never-married,Adm-clerical,White,Male,United-States,0
18,Private,Never-married,Adm-clerical,White,Male,United-States,0
18,Private,Never-married,Adm-clerical,White,Male,United-States,0
18,Private,Never-married,Adm-clerical,White,Male,United-States,0
18,Private,Never-married,Adm-clerical,White,Male,United-States,0
18,Private,Never-married,Adm-clerical,White,Male,United-States,0
18,Private,Never-married,Adm-clerical,White,Male,United-States,0
18,Private,Never-married,Adm-clerical,White,Male,United-States,0
19,Private,Never-married,Adm-clerical,White,Male,United-States,0
19,Private,Never-married,Adm-clerical,White,Male,United-States,0
19,Private,Never-married,Adm-clerical,White,Male,United-States,0
19,Private,Never-married,Adm-clerical,White,Male,United-States,0
19,Private,Never-married,Adm-clerical,White,Male,United-States,0
19,Private,Never-married,Adm-clerical,White,Male,United-States,0
19,Private,Never-married,Adm-clerical,White,Male,United-States,0
19,Private,Never-married,Adm-clerical,White,Male,United-States,0
19,Private,Never-married,Adm-clerical,White,Male,United-States,0
20,Private,Never-married,Adm-clerical,White,Male,*,0
20,Private,Never-married,Adm-clerical,White,Male,*,0
20,Private,Never-married,Adm-clerical,White,Male,*,0
20,Private,Never-married,Adm-clerical,White,Male,*,0
20,Private,Never-married,Adm-clerical,White,Male,*,0
20,Private,Never-married,Adm-clerical,White,Male,*,0
20,Private,Never-married,Adm-clerical,White,Male,*,0
15-19,Government,Never-married,Adm-clerical,White,Male,United-States,0
15-19,Government,Never-married,Adm-clerical,White,Male,United-States,0
15-19,Government,Never-married,Adm-clerical,White,Male,United-States,0
15-19,Government,Never-married,Adm-clerical,White,Male,United-States,0
15-19,Government,Never-married,Adm-clerical,White,Male,United-States,0
15-19,Government,Never-married,Adm-clerical,White,Male,United-States,0
17,Non-Government,Never-married,Farming-fishing,White,Male,United-States,0
17,Non-Government,Never-married,Farming-fishing,White,Male,United-States,0
17,Non-Government,Never-married,Farming-fishing,White,Male,United-States,0
17,*,Never-married,Farming-fishing,White,Male,United-States,0
17,*,Never-married,Farming-fishing,White,Male,United-States,0
17,*,Never-married,Farming-fishing,White,Male,United-States,0
17,*,Never-married,Farming-fishing,White,Male,United-States,0
18,*,Never-married,Farming-fishing,White,Male,United-States,0
18,*,Never-married,Farming-fishing,White,Male,United-States,0
18,*,Never-married,Farming-fishing,White,Male,United-States,0
18,*,Never-married,Farming-fishing,White,Male,United-States,0
18,*,Never-married,Farming-fishing,White,Male,United-States,0
18,*,Never-married,Farming-fishing,White,Male,United-States,0
18,*,Never-married,Farming-fishing,White,Male,United-States,0
18,*,Never-married,Farming-fishing,White,Male,United-States,0
18,*,Never-married,Farming-fishing,White,Male,United-States,0
18,*,Never-married,Farming-fishing,White,Male,United-States,0
18,*,Never-married,Farming-fishing,White,Male,United-States,0
19,*,Never-married,Farming-fishing,White,Male,North America,0
19,*,Never-married,Farming-fishing,White,Male,North America,0
19,*,Never-married,Farming-fishing,White,Male,North America,0
19,*,Never-married,Farming-fishing,White,Male,North America,0
19,*,Never-married,Farming-fishing,White,Male,North America,0
19,*,Never-married,Farming-fishing,White,Male,North America,0
19,*,Never-married,Farming-fishing,White,Male,North America,0
19,*,Never-married,Farming-fishing,White,Male,North America,0
19,*,Never-married,Farming-fishing,White,Male,North America,0
19,*,Never-married,Farming-fishing,White,Male,North America,0
19,*,Never-married,Farming-fishing,White,Male,North America,0
19,*,Never-married,Farming-fishing,White,Male,North America,0
19,*,Never-married,Farming-fishing,White,Male,North America,0
20,Non-Government,Never-married,Farming-fishing,White,Male,United-States,0
20,Non-Government,Never-married,Farming-fishing,White,Male,United-States,0
20,Non-Government,Never-married,Farming-fishing,White,Male,United-States,0
20,Non-Government,Never-married,Farming-fishing,White,Male,United-States,0
20,Non-Government,Never-married,Farming-fishing,White,Male,United-States,0
20,Non-Government,Never-married,Farming-fishing,White,Male,United-States,0
15-19,*,Never-married,Transport-moving,White,Male,North America,0
15-19,*,Never-married,Transport-moving,White,Male,North America,0
15-19,*,Never-married,Transport-moving,White,Male,North America,0
15-19,*,Never-married,Transport-moving,White,Male,North America,0
15-19,*,Never-married,Transport-moving,White,Male,North America,0
15-19,*,Never-married,Transport-moving,White,Male,North America,0
15-19,*,Never-married,Transport-moving,White,Male,North America,0
15-19,*,Never-married,Transport-moving,White,Male,North America,0
